file, author, a.occurenceRatio, a.referenceEntriesRatio, a.eldestRefDelta, a.newestRefDelta, a.firstOccurrenceRatio, isRealAuthor
../asiaccs-proceedings/combined/2011_p416-felt.pdf,D. Raila,0.034482758620689655,0.037037037037037035,4,4,0.7699708166394619,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,N. Borisov,0.034482758620689655,0.037037037037037035,4,4,0.7699708166394619,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,J. Boyer,0.034482758620689655,0.037037037037037035,4,4,0.7699708166394619,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,R. Hasan,0.034482758620689655,0.037037037037037035,4,4,0.7699708166394619,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,J. Lara,0.05172413793103448,0.037037037037037035,2,2,0.7277538705050205,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,T. Close,0.034482758620689655,0.037037037037037035,1,1,0.5853736954048573,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,A. Felt,0.034482758620689655,0.037037037037037035,1,1,0.5659098778255923,true
../asiaccs-proceedings/combined/2011_p416-felt.pdf,J. Weinberger,0.034482758620689655,0.037037037037037035,1,1,0.5659098778255923,true
../asiaccs-proceedings/combined/2011_p416-felt.pdf,M. Finifter,0.034482758620689655,0.037037037037037035,1,1,0.5659098778255923,true
../asiaccs-proceedings/combined/2011_p416-felt.pdf,S. Microsystems,0.034482758620689655,0.037037037037037035,3,3,0.15162981649107188,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,C. Landau,0.017241379310344827,0.037037037037037035,22,22,0.9305782262452391,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,M. Schroeder,0.034482758620689655,0.037037037037037035,36,36,0.0434535292080922,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,J. Saltzer,0.034482758620689655,0.037037037037037035,36,36,0.0434535292080922,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,A. Perrig,0.034482758620689655,0.037037037037037035,2,2,0.7521640203788891,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,B. Parno,0.034482758620689655,0.037037037037037035,2,2,0.7521640203788891,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,-. sen,0.034482758620689655,0.037037037037037035,2,2,0.7521640203788891,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,D. Ander,0.034482758620689655,0.037037037037037035,2,2,0.7521640203788891,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,J. McCune,0.034482758620689655,0.037037037037037035,2,2,0.7521640203788891,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,D. Wendlandt,0.034482758620689655,0.037037037037037035,2,2,0.7521640203788891,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,R. Ramamurthy,0.034482758620689655,0.037037037037037035,5,5,0.8553680061691372,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,G. Kabra,0.034482758620689655,0.037037037037037035,5,5,0.8553680061691372,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,J. Viegas,0.034482758620689655,0.037037037037037035,5,5,0.9077756343671168,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,J. Keane,0.06896551724137931,0.037037037037037035,3,3,0.17445714003066726,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,C. Kruegel,0.034482758620689655,0.037037037037037035,1,1,0.8142157590146906,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,G. Vigna,0.034482758620689655,0.037037037037037035,1,1,0.8142157590146906,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,V. Felmetsger,0.034482758620689655,0.037037037037037035,1,1,0.8142157590146906,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,L. Cavedon,0.034482758620689655,0.037037037037037035,1,1,0.8142157590146906,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,N. Loeve,0.05172413793103448,0.037037037037037035,?,?,0.504154919127467,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,A. Mendelzon,0.034482758620689655,0.037037037037037035,7,7,0.8553680061691372,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,S. Rizvi,0.034482758620689655,0.037037037037037035,7,7,0.8553680061691372,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,P. Roy,0.034482758620689655,0.037037037037037035,7,7,0.8553680061691372,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,J. Shapiro,0.017241379310344827,0.037037037037037035,12,12,0.984616906563783,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,J. Smith,0.017241379310344827,0.037037037037037035,12,12,0.984616906563783,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,D. Farber,0.017241379310344827,0.037037037037037035,12,12,0.984616906563783,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,G. Buehrer,0.034482758620689655,0.037037037037037035,6,6,0.873250234950784,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,P. Sivilotti,0.034482758620689655,0.037037037037037035,6,6,0.873250234950784,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,B. Weide,0.034482758620689655,0.037037037037037035,6,6,0.873250234950784,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,P. Gri,0.034482758620689655,0.037037037037037035,35,35,0.8553680061691372,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,N. Zeldovich,0.034482758620689655,0.037037037037037035,2,2,0.7572587426423307,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,C. Kozyrakis,0.034482758620689655,0.037037037037037035,2,2,0.7572587426423307,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,M. Dalton,0.034482758620689655,0.037037037037037035,2,2,0.7572587426423307,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,A. Krishnamurthy,0.034482758620689655,0.037037037037037035,1,1,0.6290003462432606,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,M. Miller,0.06896551724137931,0.037037037037037035,5,5,0.14740070237918584,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,H. Levy,0.017241379310344827,0.037037037037037035,27,27,0.9376267497650492,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,M. Friedl,0.05172413793103448,0.037037037037037035,8,8,0.060839887223623684,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,N. Provos,0.05172413793103448,0.037037037037037035,8,8,0.060839887223623684,false
../asiaccs-proceedings/combined/2011_p416-felt.pdf,P. Honeyman,0.05172413793103448,0.037037037037037035,8,8,0.060839887223623684,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,S. Gavrila,0.07142857142857142,0.1,13,10,0.2306691541067308,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,D. Ferraiolo,0.07142857142857142,0.1,13,10,0.2306691541067308,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,S. Burri,0.23214285714285715,0.1,2,1,0.10447248269429034,true
../asiaccs-proceedings/combined/2011_p423-basin.pdf,G. Karjoth,0.23214285714285715,0.1,2,1,0.10447248269429034,true
../asiaccs-proceedings/combined/2011_p423-basin.pdf,R. Sandhu,0.03571428571428571,0.05,10,10,0.2306691541067308,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,D. Kuhn,0.03571428571428571,0.05,10,10,0.2306691541067308,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,R. Chandramouli,0.03571428571428571,0.05,10,10,0.2306691541067308,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,V. Gligor,0.03571428571428571,0.05,13,13,0.8445922725710638,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,D. Marino,0.03571428571428571,0.05,2,2,0.673449850262654,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,A. Roscoe,0.03571428571428571,0.05,6,6,0.17126515783789092,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,P. Brereton,0.03571428571428571,0.05,8,8,0.03780254308017085,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,M. Turner,0.03571428571428571,0.05,8,8,0.03780254308017085,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,D. Budgen,0.03571428571428571,0.05,8,8,0.03780254308017085,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,D. Basin,0.125,0.05,2,2,0.10447248269429034,true
../asiaccs-proceedings/combined/2011_p423-basin.pdf,J. Crampton,0.03571428571428571,0.05,3,3,0.8691639255731749,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,F. Bertino,0.03571428571428571,0.05,3,3,0.8691639255731749,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,F. Paci,0.03571428571428571,0.05,3,3,0.8691639255731749,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,(BPMN),0.03571428571428571,0.05,2,2,0.16834405223624135,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,B. Notation,0.03571428571428571,0.05,2,2,0.16834405223624135,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,S. Act,0.03571428571428571,0.05,9,9,0.052506259512003536,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,A. Anderson,0.03571428571428571,0.05,6,6,0.4697579655358633,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,J. Huschens,0.03571428571428571,0.05,5,5,0.6261230300947518,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,M. Rumpold-Preining,0.03571428571428571,0.05,5,5,0.6261230300947518,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,A. Agrawal,0.05357142857142857,0.05,4,4,0.42657960626442143,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,A. Alves,0.03571428571428571,0.05,4,4,0.42176837350876334,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,N. Li,0.125,0.05,3,3,0.08591487063675193,false
../asiaccs-proceedings/combined/2011_p423-basin.pdf,A. Axis,0.03571428571428571,0.05,2,2,0.4155825028229172,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,M. Winslett,0.2272727272727273,0.2272727272727273,9,2,0.46883530482256597,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,E. Bertino,0.18181818181818182,0.13636363636363635,8,4,0.4692902638762511,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,E. Ferrari,0.18181818181818182,0.13636363636363635,8,4,0.4692902638762511,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,A. Squicciarini,0.18181818181818182,0.13636363636363635,8,4,0.4692902638762511,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,P. Bonatti,0.045454545454545456,0.09090909090909091,11,6,0.9043286104250617,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,K. Seamons,0.09090909090909091,0.09090909090909091,9,6,0.8515542874305452,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,N. Li,0.06818181818181818,0.09090909090909091,11,8,0.8438579366271212,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,A. Lee,0.11363636363636363,0.09090909090909091,3,2,0.46883530482256597,true
../asiaccs-proceedings/combined/2011_p430-adams.pdf,A. Juels,0.09090909090909091,0.09090909090909091,12,7,0.7909463148316651,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,J. Leiwo,0.045454545454545456,0.045454545454545456,11,11,0.8796958273755362,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,T. Aura,0.045454545454545456,0.045454545454545456,11,11,0.8796958273755362,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,P. Nikander,0.045454545454545456,0.045454545454545456,11,11,0.8796958273755362,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,F. Paci,0.045454545454545456,0.045454545454545456,4,4,0.4698102170804628,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,B. Thuraisingham,0.045454545454545456,0.045454545454545456,4,4,0.4698102170804628,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,D. Olmedilla,0.045454545454545456,0.045454545454545456,7,7,0.47046015858572726,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,W. Nejdl,0.045454545454545456,0.045454545454545456,7,7,0.47046015858572726,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,M. Thompson,0.045454545454545456,0.045454545454545456,7,7,0.40335369816716493,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,V. Welch,0.045454545454545456,0.045454545454545456,7,7,0.40335369816716493,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,L. Pearlman,0.045454545454545456,0.045454545454545456,7,7,0.40335369816716493,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,D. Engert,0.045454545454545456,0.045454545454545456,7,7,0.40335369816716493,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,S. Tuecke,0.045454545454545456,0.045454545454545456,7,7,0.40335369816716493,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,P. Samarati,0.022727272727272728,0.045454545454545456,11,11,0.9043286104250617,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,B. Smith,0.045454545454545456,0.045454545454545456,9,9,0.8515542874305452,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,R. Jarvis,0.045454545454545456,0.045454545454545456,9,9,0.8515542874305452,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,J. Jacobson,0.045454545454545456,0.045454545454545456,9,9,0.8515542874305452,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,T. Yu,0.045454545454545456,0.045454545454545456,9,9,0.8515542874305452,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,A. Hess,0.045454545454545456,0.045454545454545456,9,9,0.8515542874305452,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,L. Yu,0.045454545454545456,0.045454545454545456,9,9,0.8515542874305452,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,P. Sewell,0.045454545454545456,0.045454545454545456,7,7,0.8438579366271212,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,M. Becker,0.045454545454545456,0.045454545454545456,7,7,0.8438579366271212,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,J. Mitchell,0.045454545454545456,0.045454545454545456,8,8,0.8438579366271212,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,C. Zhang,0.022727272727272728,0.045454545454545456,6,6,0.9850188483036527,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,C. Fan,0.045454545454545456,0.045454545454545456,?,?,0.8724282925364168,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,W. Winsborough,0.022727272727272728,0.045454545454545456,11,11,0.9737423631873131,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,R. Caudy,0.045454545454545456,0.045454545454545456,8,8,0.8724282925364168,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,A. Munjal,0.045454545454545456,0.045454545454545456,8,8,0.8724282925364168,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,T. Schlossnagle,0.045454545454545456,0.045454545454545456,8,8,0.8724282925364168,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,Y. Amir,0.045454545454545456,0.045454545454545456,8,8,0.8724282925364168,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,C. Tutu,0.045454545454545456,0.045454545454545456,8,8,0.8724282925364168,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,K. Perano,0.06818181818181818,0.045454545454545456,2,2,0.46883530482256597,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,J. Halderman,0.045454545454545456,0.045454545454545456,7,7,0.7909463148316651,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,B. Waters,0.045454545454545456,0.045454545454545456,7,7,0.7909463148316651,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,E. Felten,0.045454545454545456,0.045454545454545456,7,7,0.7909463148316651,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,T. Leithead,0.045454545454545456,0.045454545454545456,6,6,0.8609025379186064,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,L. Zhou,0.045454545454545456,0.045454545454545456,6,6,0.8609025379186064,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,C. Neuman,0.045454545454545456,0.045454545454545456,6,6,0.8609025379186064,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,T. Ryutov,0.045454545454545456,0.045454545454545456,6,6,0.8609025379186064,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,J. Brainard,0.045454545454545456,0.045454545454545456,12,12,0.9049406817840516,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,T. Dierks,0.045454545454545456,0.045454545454545456,3,3,0.6515988561029508,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,E. Rescorla,0.045454545454545456,0.045454545454545456,3,3,0.6515988561029508,false
../asiaccs-proceedings/combined/2011_p430-adams.pdf,A. Adams,?,?,?,?,?,true
../asiaccs-proceedings/combined/2011_p430-adams.pdf,D. Moss,?,?,?,?,?,true
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,E. Bresson,0.2972972972972973,0.2631578947368421,10,3,0.12083599525417542,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,O. Chevassut,0.21621621621621623,0.21052631578947367,10,8,0.12083599525417542,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,D. Pointcheval,0.21621621621621623,0.21052631578947367,10,8,0.12083599525417542,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,M. Manulis,0.21621621621621623,0.15789473684210525,3,1,0.07918834230780931,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,C. Boyd,0.13513513513513514,0.10526315789473684,8,2,0.15372212588603937,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,W. Wang,0.02702702702702703,0.05263157894736842,5,5,0.979008852788172,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,L. Hu,0.02702702702702703,0.05263157894736842,5,5,0.979008852788172,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,K. Yoneyama,0.02702702702702703,0.05263157894736842,3,3,0.9870706701956131,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,D. Johnson,0.02702702702702703,0.05263157894736842,14,14,0.8857655684341821,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,A. Menezes,0.02702702702702703,0.05263157894736842,14,14,0.8857655684341821,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,S. Blake-Wilson,0.02702702702702703,0.05263157894736842,14,14,0.8857655684341821,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,J. Nieto,0.05405405405405406,0.05263157894736842,8,8,0.18649664523834616,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,A. Essiari,0.05405405405405406,0.05263157894736842,8,8,0.18649664523834616,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,H. Krawczyk,0.02702702702702703,0.05263157894736842,10,10,0.935292507073104,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,R. Canetti,0.02702702702702703,0.05263157894736842,10,10,0.935292507073104,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,K. Paterson,0.05405405405405406,0.05263157894736842,8,8,0.18649664523834616,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,S. Al-Riyami,0.05405405405405406,0.05263157894736842,8,8,0.18649664523834616,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,B. Ustaoglu,0.05405405405405406,0.05263157894736842,1,1,0.1689939460314563,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,K. Suzuki,0.05405405405405406,0.05263157894736842,1,1,0.1689939460314563,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,B. LaMacchia,0.05405405405405406,0.05263157894736842,4,4,0.2011195278512975,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,K. Lauter,0.05405405405405406,0.05263157894736842,4,4,0.2011195278512975,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,A. Mityagin,0.05405405405405406,0.05263157894736842,4,4,0.2011195278512975,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,P. Rogaway,0.02702702702702703,0.05263157894736842,18,18,0.8808067901797937,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,M. Bellare,0.02702702702702703,0.05263157894736842,18,18,0.8808067901797937,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,J. Shin,0.05405405405405406,0.05263157894736842,6,6,0.13458671777554684,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,J. Katz,0.05405405405405406,0.05263157894736842,6,6,0.13458671777554684,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,M. Abdalla,0.02702702702702703,0.05263157894736842,6,6,0.8672994432782696,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,M. Gorantla,0.08108108108108109,0.05263157894736842,2,2,0.15372212588603937,true
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,J. Gonz,0.08108108108108109,0.05263157894736842,2,2,0.15372212588603937,false
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,D. Gu,?,?,?,?,?,true
../asiaccs-proceedings/combined/2011_p435-zhao.pdf,J. Zhao,?,?,?,?,?,true
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,Y. Dodis,0.19402985074626866,0.2272727272727273,2,1,0.047938236878329044,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,B. Ustaoglu,0.1044776119402985,0.18181818181818182,4,2,0.18977796397151236,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,D. Wichs,0.1044776119402985,0.13636363636363635,2,1,0.05128972410078401,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,T. Okamoto,0.16417910447761194,0.09090909090909091,4,2,0.18977796397151236,true
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,V. Shoup,0.08955223880597014,0.09090909090909091,9,8,0.16189785336234921,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,R. Cramer,0.08955223880597014,0.09090909090909091,9,8,0.16189785336234921,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,M. Naor,0.1044776119402985,0.09090909090909091,2,1,0.047938236878329044,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,G. Segev,0.1044776119402985,0.09090909090909091,2,1,0.047938236878329044,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,J. Alwen,0.07462686567164178,0.09090909090909091,2,1,0.05128972410078401,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,L. Reyzin,0.07462686567164178,0.09090909090909091,7,2,0.200075226350716,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,M. Kim,0.029850746268656716,0.045454545454545456,2,2,0.18977796397151236,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,A. Fujioka,0.029850746268656716,0.045454545454545456,2,2,0.18977796397151236,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,D. Moriyama,0.05970149253731343,0.045454545454545456,2,2,0.18977796397151236,true
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,K. Kurosawa,0.05970149253731343,0.045454545454545456,7,7,0.357540098331587,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,Y. Desmedt,0.05970149253731343,0.045454545454545456,7,7,0.357540098331587,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,A. Akavia,0.08955223880597014,0.045454545454545456,2,2,0.035060852744418475,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,V. Vaikuntanathan,0.08955223880597014,0.045454545454545456,2,2,0.035060852744418475,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,S. Goldwasser,0.08955223880597014,0.045454545454545456,2,2,0.035060852744418475,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,B. LaMacchia,0.08955223880597014,0.045454545454545456,4,4,0.07186803148760108,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,K. Lauter,0.08955223880597014,0.045454545454545456,4,4,0.07186803148760108,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,A. Mityagin,0.08955223880597014,0.045454545454545456,4,4,0.07186803148760108,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,sh,0.029850746268656716,0.045454545454545456,1,1,0.05128972410078401,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,S. Wal,0.029850746268656716,0.045454545454545456,1,1,0.05128972410078401,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,J. Katz,0.029850746268656716,0.045454545454545456,2,2,0.047938236878329044,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,E. Kiltz,0.014925373134328358,0.045454545454545456,1,1,0.9437683028397947,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,S. Faust,0.014925373134328358,0.045454545454545456,1,1,0.9437683028397947,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,G. Rothblum,0.014925373134328358,0.045454545454545456,1,1,0.9437683028397947,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,K. Pietrzak,0.014925373134328358,0.045454545454545456,1,1,0.9437683028397947,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,H. Krawczyk,0.029850746268656716,0.045454545454545456,10,10,0.07065903656537977,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,R. Canetti,0.029850746268656716,0.045454545454545456,10,10,0.07065903656537977,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,P. Elbaz-Vincent,0.04477611940298507,0.045454545454545456,2,2,0.8820558286988528,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,A. Sarr,0.04477611940298507,0.045454545454545456,2,2,0.8820558286988528,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,R. Ostrovsky,0.05970149253731343,0.045454545454545456,2,2,0.200075226350716,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,A. Smith,0.05970149253731343,0.045454545454545456,2,2,0.200075226350716,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,J. Wu,0.014925373134328358,0.045454545454545456,2,2,0.9924773649284007,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,S. Micali,0.014925373134328358,0.045454545454545456,7,7,0.9633002874721259,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,S. Lovett,0.029850746268656716,0.045454545454545456,2,2,0.047938236878329044,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,Y. Kalai,0.029850746268656716,0.045454545454545456,2,2,0.047938236878329044,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,K. Haralambiev,0.029850746268656716,0.045454545454545456,1,1,0.11404852099621182,false
../asiaccs-proceedings/combined/2011_p441-moriyama.pdf,A. Lopez-Alt,0.029850746268656716,0.045454545454545456,1,1,0.11404852099621182,false
../asiaccs-proceedings/combined/2011_p448-morozov.pdf,I. Haitner,0.1643835616438356,0.18181818181818182,7,4,0.2091505949938449,false
../asiaccs-proceedings/combined/2011_p448-morozov.pdf,O. Goldreich,0.1643835616438356,0.18181818181818182,26,7,0.09215028982470842,false
../asiaccs-proceedings/combined/2011_p448-morozov.pdf,R. Overbeck,0.0958904109589041,0.09090909090909091,4,3,0.1895383755848872,false
../asiaccs-proceedings/combined/2011_p448-morozov.pdf,K. Morozov,0.1232876712328767,0.09090909090909091,3,2,0.1895383755848872,true
../asiaccs-proceedings/combined/2011_p448-morozov.pdf,O. Reingold,0.0821917808219178,0.09090909090909091,4,4,0.2750541238913332,false
../asiaccs-proceedings/combined/2011_p448-morozov.pdf,G. Savvides,0.1095890410958904,0.09090909090909091,4,2,0.15248256052523596,true
../asiaccs-proceedings/combined/2011_p448-morozov.pdf,R. Venkatesan,0.1643835616438356,0.09090909090909091,18,13,0.14679796075144913,false
../asiaccs-proceedings/combined/2011_p448-morozov.pdf,R. Ostrovsky,0.1643835616438356,0.09090909090909091,18,13,0.14679796075144913,false
